test, rrt iteration, number of waypoints, distance to goal
1,868,11,596.21
1,869,11,596.21
1,870,11,596.21
1,871,11,596.21
1,872,11,596.21
1,873,11,596.21
1,874,11,596.21
1,875,11,596.21
1,876,11,596.21
1,877,11,596.21
1,878,11,596.21
1,879,11,596.21
1,880,11,596.21
1,881,11,596.21
1,882,11,596.21
1,883,11,596.21
1,884,11,596.21
1,885,11,596.21
1,886,11,596.21
1,887,11,596.21
1,888,11,596.21
1,889,11,596.21
1,890,11,596.21
1,891,11,596.21
1,892,11,596.21
1,893,11,596.21
1,894,11,596.21
1,895,11,596.21
1,896,11,596.21
1,897,11,596.21
1,898,11,596.21
1,899,11,596.21
1,900,11,596.21
1,901,11,596.21
1,902,11,596.21
1,903,11,596.21
1,904,11,596.21
1,905,11,596.21
1,906,11,596.21
1,907,11,596.21
1,908,11,596.21
1,909,11,596.21
1,910,11,596.21
1,911,11,596.21
1,912,11,596.21
1,913,11,596.21
1,914,11,596.21
1,915,11,596.21
1,916,11,596.21
1,917,11,596.21
1,918,11,596.21
1,919,11,596.21
1,920,11,596.21
1,921,11,596.21
1,922,11,596.21
1,923,11,596.21
1,924,11,596.21
1,925,11,596.21
1,926,11,596.21
1,927,11,596.21
1,928,11,596.21
1,929,11,596.21
1,930,11,596.21
1,931,11,596.21
1,932,11,596.21
1,933,11,596.21
1,934,11,596.21
1,935,11,596.21
1,936,11,596.21
1,937,11,596.21
1,938,11,596.21
1,939,11,596.21
1,940,11,596.21
1,941,11,596.21
1,942,11,596.21
1,943,11,596.21
1,944,11,596.21
1,945,11,596.21
1,946,11,596.21
1,947,11,596.21
1,948,11,596.21
1,949,11,596.21
1,950,11,596.21
1,951,11,596.21
1,952,11,596.21
1,953,11,596.21
1,954,11,596.21
1,955,11,596.21
1,956,11,596.21
1,957,11,596.197
1,958,11,596.197
1,959,11,596.197
1,960,11,596.197
1,961,11,596.197
1,962,11,596.197
1,963,11,596.197
1,964,11,596.197
1,965,11,596.197
1,966,11,596.197
1,967,11,596.197
1,968,11,596.197
1,969,11,596.197
1,970,11,596.197
1,971,11,596.197
1,972,11,596.197
1,973,11,596.197
1,974,11,596.197
1,975,11,596.197
1,976,11,596.197
1,977,11,596.197
1,978,11,596.197
1,979,11,596.197
1,980,8,596.197
1,981,7,596.197
1,982,7,596.197
1,983,7,596.197
1,984,7,596.197
1,985,6,596.197
1,986,6,596.197
1,987,6,596.197
1,988,6,596.197
1,989,6,595.142
1,990,5,595.142
1,991,5,595.142
1,992,5,595.142
1,993,5,595.142
1,994,5,595.142
1,995,5,588.758
1,996,6,588.498
1,997,7,588.498
1,998,7,588.498
1,999,7,588.498
1,1000,7,588.498
1,1001,7,588.498
1,1002,7,588.498
1,1003,7,587.785
1,1004,7,587.785
1,1005,7,587.785
1,1006,7,587.785
1,1007,7,587.785
1,1008,7,587.785
1,1009,7,587.785
1,1010,7,587.785
1,1011,7,587.785
1,1012,7,587.785
1,1013,7,587.785
1,1014,7,587.785
1,1015,7,587.785
1,1016,7,587.785
1,1017,7,587.785
1,1018,7,587.785
1,1019,7,587.785
1,1020,7,587.785
1,1021,7,587.785
1,1022,7,587.785
1,1023,7,587.785
1,1024,7,587.467
1,1025,7,587.467
1,1026,7,587.467
1,1027,7,587.467
1,1028,7,587.467
1,1029,7,587.467
1,1030,7,587.467
1,1031,7,587.467
1,1032,7,587.467
1,1033,7,587.467
1,
